classe,fichier,contraste,bords,couleur,verdict
Fighter,mugen_12499.jpg,50.8,17.71,52.7,garde
Fighter,mugen_12500.jpg,51.1,17.19,49.1,doublon (dHash)
Fighter,mugen_12501.jpg,39.4,13.69,42.2,garde
Fighter,mugen_12502.jpg,39.5,13.36,41.1,garde
Fighter,mugen_12503.jpg,39.5,13.87,41.7,garde
Fighter,mugen_12504.jpg,43.5,14.04,40.0,garde
Fighter,mugen_12505.jpg,40.7,14.67,42.7,garde
Fighter,mugen_12506.jpg,47.9,16.54,41.1,garde
Fighter,mugen_12507.jpg,43.0,15.18,41.8,garde
Fighter,mugen_12508.jpg,52.5,17.80,50.9,doublon (dHash)
Fighter,mugen_12509.jpg,58.4,20.05,50.5,doublon (dHash)
Fighter,mugen_12510.jpg,56.9,20.59,52.6,garde
Fighter,mugen_12511.jpg,52.8,18.51,53.9,garde
Fighter,mugen_12512.jpg,52.5,18.28,51.9,garde
Fighter,mugen_12513.jpg,52.6,18.09,53.3,doublon (dHash)
Fighter,mugen_12514.jpg,41.5,14.98,51.2,garde
Fighter,mugen_12515.jpg,47.3,15.75,53.4,garde
Fighter,mugen_12516.jpg,40.3,14.09,44.5,garde
Fighter,mugen_12517.jpg,39.9,13.93,41.4,garde
Fighter,mugen_12518.jpg,41.4,14.04,42.6,doublon (dHash)
Fighter,mugen_12519.jpg,38.6,13.27,42.5,garde
Fighter,mugen_12520.jpg,39.0,13.64,42.2,garde
Fighter,mugen_12521.jpg,40.6,13.68,42.0,garde
Fighter,mugen_12522.jpg,48.3,15.35,52.2,garde
Fighter,mugen_12523.jpg,44.5,14.36,53.9,garde
Fighter,mugen_12524.jpg,49.6,17.17,47.8,garde
Fighter,mugen_12525.jpg,53.5,17.72,49.1,garde
Fighter,mugen_12526.jpg,56.0,19.32,51.2,garde
Fighter,mugen_12527.jpg,45.6,15.67,50.9,garde
Fighter,mugen_12528.jpg,41.8,15.11,51.3,garde
Fighter,mugen_12529.jpg,44.5,15.54,49.6,garde
Fighter,mugen_12530.jpg,58.0,19.76,52.2,garde
Fighter,mugen_12531.jpg,55.6,19.19,53.9,doublon (dHash)
Fighter,mugen_12532.jpg,55.5,19.20,53.4,garde
Fighter,mugen_12533.jpg,49.7,18.32,54.1,garde
Fighter,mugen_12534.jpg,38.9,13.19,41.4,garde
Fighter,mugen_12535.jpg,50.5,14.39,54.6,garde
Fighter,mugen_12536.jpg,44.6,15.11,54.6,garde
Fighter,mugen_12537.jpg,47.5,15.50,47.1,garde
Fighter,mugen_12538.jpg,41.8,15.68,48.6,garde
Fighter,mugen_12539.jpg,60.8,21.41,53.7,garde
Fighter,mugen_12540.jpg,69.4,23.75,56.9,doublon (dHash)
Fighter,mugen_12541.jpg,66.4,22.51,53.2,doublon (dHash)
Fighter,mugen_12542.jpg,63.8,23.04,59.2,garde
Fighter,mugen_12543.jpg,65.6,23.23,52.3,garde
Fighter,mugen_12544.jpg,65.3,22.98,52.5,doublon (dHash)
Fighter,mugen_12545.jpg,66.0,23.11,51.9,doublon (dHash)
Fighter,mugen_12546.jpg,68.9,24.41,57.4,doublon (dHash)
Fighter,mugen_12547.jpg,65.0,22.54,59.8,garde
Fighter,mugen_12548.jpg,66.2,23.07,57.2,garde
Fighter,mugen_12549.jpg,67.1,23.82,56.8,garde
Fighter,mugen_12550.jpg,66.6,23.85,56.7,garde
Fighter,mugen_12551.jpg,65.1,23.16,53.8,garde
Fighter,mugen_12552.jpg,65.5,22.83,55.8,garde
Fighter,mugen_12553.jpg,70.1,24.08,57.3,doublon (dHash)
Fighter,mugen_12554.jpg,70.5,23.91,58.1,doublon (dHash)
Fighter,mugen_12555.jpg,69.7,24.11,56.3,doublon (dHash)
Fighter,mugen_12556.jpg,69.3,23.59,59.7,doublon (dHash)
Fighter,mugen_12557.jpg,69.9,24.26,57.6,doublon (dHash)
Fighter,mugen_12558.jpg,69.7,24.43,61.8,garde
Fighter,mugen_12559.jpg,67.1,23.76,55.7,doublon (dHash)
Fighter,mugen_12560.jpg,65.4,24.88,56.2,garde
Fighter,mugen_12561.jpg,66.4,23.59,53.8,doublon (dHash)
Fighter,mugen_12562.jpg,60.0,22.44,53.0,garde
Fighter,mugen_12563.jpg,51.3,18.80,61.3,garde
Fighter,mugen_12564.jpg,57.9,19.07,53.1,garde
Fighter,mugen_12565.jpg,62.1,21.42,50.0,garde
Fighter,mugen_12566.jpg,44.5,15.32,50.8,garde
Fighter,mugen_12567.jpg,39.4,14.17,41.8,garde
Fighter,mugen_12568.jpg,39.9,14.94,44.1,garde
Fighter,mugen_12569.jpg,36.6,13.24,40.6,garde
Fighter,mugen_12570.jpg,39.4,14.26,41.9,garde
Fighter,mugen_12571.jpg,44.3,15.43,50.7,garde
Fighter,mugen_12572.jpg,45.0,15.79,50.6,garde
Fighter,mugen_12573.jpg,40.8,14.21,41.5,garde
Fighter,mugen_12574.jpg,41.5,14.67,45.7,garde
Fighter,mugen_12575.jpg,46.5,15.73,48.9,doublon (dHash)
Fighter,mugen_12576.jpg,51.8,16.47,44.6,garde
Fighter,mugen_12577.jpg,53.8,19.66,51.5,garde
Fighter,mugen_12578.jpg,54.3,19.29,52.7,garde
Fighter,mugen_12579.jpg,54.1,18.62,52.7,doublon (dHash)
Fighter,mugen_12580.jpg,52.2,18.46,54.1,garde
Fighter,mugen_12581.jpg,43.0,14.89,47.6,garde
Fighter,mugen_12582.jpg,39.4,13.72,41.7,garde
Fighter,mugen_12583.jpg,46.1,15.63,55.4,garde
Fighter,mugen_12584.jpg,40.9,14.01,52.1,garde
Fighter,mugen_12585.jpg,39.5,14.10,41.6,garde
Fighter,mugen_12586.jpg,46.3,14.88,43.5,garde
Fighter,mugen_12587.jpg,40.2,13.71,41.7,doublon (dHash)
Fighter,mugen_12588.jpg,39.6,14.44,39.8,garde
Fighter,mugen_12589.jpg,58.9,15.21,46.0,garde
Fighter,mugen_12590.jpg,40.3,14.09,42.2,doublon (dHash)
Fighter,mugen_12591.jpg,38.9,14.09,42.0,garde
Fighter,mugen_12592.jpg,38.8,13.69,42.5,garde
Fighter,mugen_12593.jpg,40.6,14.49,42.5,garde
Fighter,mugen_12594.jpg,39.8,14.30,48.6,garde
Fighter,mugen_12595.jpg,41.9,14.62,44.4,garde
Fighter,mugen_12596.jpg,38.2,13.55,40.8,garde
Fighter,mugen_12597.jpg,40.6,13.75,41.1,doublon (dHash)
Fighter,mugen_12598.jpg,38.8,13.63,40.5,garde
Fighter,mugen_12599.jpg,39.5,13.95,40.4,garde
Fighter,mugen_12600.jpg,39.2,14.24,41.6,garde
Fighter,mugen_12601.jpg,39.2,14.29,41.6,garde
Fighter,mugen_12602.jpg,38.1,13.76,40.0,garde
Fighter,mugen_12603.jpg,52.2,18.18,51.9,garde
Fighter,mugen_12604.jpg,54.1,18.69,63.4,garde
Fighter,mugen_12605.jpg,60.0,21.03,57.0,garde
Fighter,mugen_12606.jpg,58.4,20.60,59.3,garde
Fighter,mugen_12607.jpg,39.9,13.83,40.7,garde
Fighter,mugen_12608.jpg,43.2,13.96,58.6,garde
Fighter,mugen_12609.jpg,45.7,15.79,46.4,garde
Fighter,mugen_12610.jpg,45.2,16.73,52.8,garde
Fighter,mugen_12611.jpg,50.8,18.19,49.9,garde
Fighter,mugen_12612.jpg,67.0,21.21,55.4,doublon (dHash)
Fighter,mugen_12613.jpg,62.1,22.01,55.5,doublon (dHash)
Fighter,mugen_12614.jpg,70.3,23.74,58.0,garde
Fighter,mugen_12615.jpg,75.8,22.97,64.9,garde
Fighter,mugen_12616.jpg,69.5,24.01,57.2,garde
Fighter,mugen_12617.jpg,70.9,23.91,54.7,doublon (dHash)
Fighter,mugen_12618.jpg,68.0,24.36,60.4,garde
Fighter,mugen_12619.jpg,65.7,23.16,56.1,doublon (dHash)
Fighter,mugen_12620.jpg,66.9,23.97,57.1,garde
Fighter,mugen_12621.jpg,66.4,23.67,56.5,garde
Fighter,mugen_12622.jpg,58.3,21.83,53.5,garde
Fighter,mugen_12623.jpg,50.6,17.52,50.4,garde
Fighter,mugen_12624.jpg,48.1,17.45,51.2,garde
Fighter,mugen_12625.jpg,48.5,17.79,52.3,garde
Fighter,mugen_12626.jpg,49.9,19.29,60.2,garde
Fighter,mugen_12627.jpg,57.7,20.71,53.5,garde
Fighter,mugen_12628.jpg,66.3,24.48,57.7,garde
Fighter,mugen_12629.jpg,70.0,23.71,58.3,doublon (dHash)
Fighter,mugen_12630.jpg,68.8,23.33,57.6,doublon (dHash)
Fighter,mugen_12631.jpg,70.1,24.42,59.1,doublon (dHash)
Fighter,mugen_12632.jpg,69.7,24.76,59.8,doublon (dHash)
Fighter,mugen_12633.jpg,66.7,25.47,57.5,doublon (dHash)
Fighter,mugen_12634.jpg,68.3,23.98,58.0,garde
Fighter,mugen_12635.jpg,68.8,24.61,56.2,doublon (dHash)
Fighter,mugen_12636.jpg,65.5,22.74,54.7,doublon (dHash)
Fighter,mugen_12637.jpg,51.5,18.62,53.3,garde
Fighter,mugen_12638.jpg,53.0,18.82,54.3,garde
Fighter,mugen_12639.jpg,53.5,18.30,48.9,garde
Fighter,mugen_12640.jpg,62.7,22.49,54.1,garde
Fighter,mugen_12641.jpg,68.4,24.12,58.3,garde
Fighter,mugen_12642.jpg,69.2,24.20,60.0,doublon (dHash)
Fighter,mugen_12643.jpg,46.3,10.50,89.9,garde
Fighter,mugen_12644.jpg,48.4,10.66,88.9,doublon (dHash)
Fighter,mugen_12645.jpg,49.4,10.63,88.3,doublon (dHash)
Fighter,mugen_12646.jpg,48.3,10.10,90.9,garde
Fighter,mugen_12647.jpg,45.9,10.27,92.0,garde
Fighter,mugen_12648.jpg,41.2,9.75,92.0,garde
Fighter,mugen_12649.jpg,41.3,9.84,92.4,garde
Fighter,mugen_12650.jpg,44.4,10.16,91.0,garde
Fighter,mugen_12651.jpg,48.2,11.07,91.8,garde
Fighter,mugen_12652.jpg,49.0,10.13,89.7,garde
Fighter,mugen_12653.jpg,48.9,10.79,88.6,garde
Fighter,mugen_12654.jpg,47.5,10.90,90.2,garde
Fighter,mugen_12655.jpg,44.0,9.92,89.8,garde
Fighter,mugen_12656.jpg,49.5,10.73,90.6,garde
Fighter,mugen_12657.jpg,44.8,10.21,92.9,garde
Fighter,mugen_12658.jpg,42.7,9.88,95.0,garde
Fighter,mugen_12659.jpg,39.7,9.65,94.8,garde
Fighter,mugen_12660.jpg,38.0,9.88,94.2,garde
Fighter,mugen_12661.jpg,38.9,11.03,96.4,garde
Fighter,mugen_12662.jpg,39.9,11.04,92.5,garde
Fighter,mugen_12663.jpg,45.6,10.75,93.0,garde
Fighter,mugen_12664.jpg,46.0,11.09,91.1,garde
Fighter,mugen_12665.jpg,47.0,10.83,91.6,garde
Fighter,mugen_12666.jpg,46.1,10.25,93.2,garde
Fighter,mugen_12667.jpg,48.3,10.51,93.3,doublon (dHash)
Fighter,mugen_12668.jpg,42.7,10.61,95.0,garde
Fighter,mugen_12669.jpg,40.1,10.67,94.4,garde
Fighter,mugen_12670.jpg,37.9,9.86,94.9,garde
Fighter,mugen_12671.jpg,38.1,10.50,96.0,garde
Fighter,mugen_12672.jpg,42.7,10.25,94.0,garde
Fighter,mugen_12673.jpg,46.3,10.26,93.6,garde
Fighter,mugen_12674.jpg,47.0,10.41,92.5,garde
Fighter,mugen_12675.jpg,52.2,12.20,92.4,garde
Fighter,mugen_12676.jpg,36.2,7.62,66.9,garde
Fighter,mugen_12677.jpg,45.2,11.58,94.0,doublon (dHash)
Fighter,mugen_12678.jpg,48.2,12.02,93.5,doublon (dHash)
Fighter,mugen_12679.jpg,41.0,10.20,91.5,garde
Fighter,mugen_12680.jpg,41.3,10.54,92.0,garde
Fighter,mugen_12681.jpg,44.9,10.41,92.7,garde
Fighter,mugen_12682.jpg,41.2,10.00,93.6,garde
Fighter,mugen_12683.jpg,45.4,9.77,93.9,doublon (dHash)
Fighter,mugen_12684.jpg,45.6,11.39,92.4,garde
Fighter,mugen_12685.jpg,52.1,11.93,95.4,garde
Fighter,mugen_12686.jpg,51.5,10.41,92.4,garde
Fighter,mugen_12687.jpg,44.9,10.21,93.1,garde
Fighter,mugen_12688.jpg,40.6,10.16,92.0,garde
Fighter,mugen_12689.jpg,50.1,11.30,91.3,garde
Fighter,mugen_12690.jpg,51.6,10.32,91.2,garde
Fighter,mugen_12691.jpg,52.3,10.77,88.3,garde
Fighter,mugen_12692.jpg,49.9,10.46,91.3,garde
Fighter,mugen_12693.jpg,48.8,10.73,90.6,garde
Fighter,mugen_12694.jpg,50.8,11.35,86.7,garde
Fighter,mugen_12695.jpg,51.5,9.75,91.5,garde
Fighter,mugen_12696.jpg,38.5,9.78,89.5,garde
Fighter,mugen_12697.jpg,45.1,10.33,91.4,garde
Fighter,mugen_12698.jpg,50.9,10.40,88.8,garde
Fighter,mugen_12699.jpg,52.7,10.87,90.1,garde
Fighter,mugen_12700.jpg,52.5,10.46,90.0,garde
Fighter,mugen_12701.jpg,50.9,10.98,89.7,garde
Fighter,mugen_12702.jpg,42.0,10.75,92.1,garde
Fighter,mugen_12703.jpg,41.4,11.14,93.7,garde
Fighter,mugen_12704.jpg,38.4,11.20,95.3,garde
Fighter,mugen_12705.jpg,44.1,10.03,95.3,garde
Fighter,mugen_12706.jpg,39.8,9.80,90.2,garde
Fighter,mugen_12707.jpg,43.1,10.47,90.2,garde
Fighter,mugen_12708.jpg,40.8,11.24,89.8,garde
Fighter,mugen_12709.jpg,44.3,10.67,91.3,garde
Fighter,mugen_12710.jpg,42.1,16.65,49.1,garde
Fighter,mugen_12711.jpg,43.2,16.98,49.5,doublon (dHash)
Fighter,mugen_12712.jpg,42.8,14.27,44.4,garde
Fighter,mugen_12713.jpg,48.6,22.19,51.8,garde
Fighter,mugen_12714.jpg,48.3,14.58,45.9,garde
Fighter,mugen_12715.jpg,50.2,16.75,58.7,garde
Fighter,mugen_12716.jpg,43.3,17.97,53.7,garde
Fighter,mugen_12717.jpg,52.4,16.49,43.8,garde
Fighter,mugen_12718.jpg,64.5,18.80,85.3,garde
Fighter,mugen_12719.jpg,40.6,15.90,49.9,garde
Fighter,mugen_12720.jpg,47.1,18.55,46.6,garde
Fighter,mugen_12721.jpg,47.6,19.02,46.2,doublon (dHash)
Fighter,mugen_12722.jpg,48.4,18.44,46.3,garde
Fighter,mugen_12723.jpg,47.5,17.08,43.3,garde
Fighter,mugen_12724.jpg,48.2,19.88,45.3,garde
Fighter,mugen_12725.jpg,47.2,19.30,46.5,garde
Fighter,mugen_12726.jpg,48.9,18.98,45.8,garde
Fighter,mugen_12727.jpg,46.4,17.46,45.3,garde
Fighter,mugen_12728.jpg,46.5,18.66,43.7,garde
Fighter,mugen_12729.jpg,45.1,17.04,43.8,doublon (dHash)
Fighter,mugen_12730.jpg,46.6,19.00,42.6,doublon (dHash)
Fighter,mugen_12731.jpg,40.7,16.84,39.8,garde
Fighter,mugen_12732.jpg,47.9,16.12,102.0,garde
Fighter,mugen_12733.jpg,40.4,17.23,88.6,garde
Fighter,mugen_12734.jpg,61.9,15.82,42.7,garde
Fighter,mugen_12735.jpg,48.8,17.07,53.0,garde
Fighter,mugen_12736.jpg,43.0,13.37,46.5,garde
Fighter,mugen_12737.jpg,62.7,15.82,84.6,garde
Fighter,mugen_12738.jpg,24.1,7.19,46.3,garde
Fighter,mugen_12739.jpg,43.6,23.01,71.6,garde
Fighter,mugen_12740.jpg,55.4,24.49,49.7,garde
Fighter,mugen_12741.jpg,40.8,15.34,43.6,garde
Fighter,mugen_12742.jpg,40.0,14.79,31.7,garde
Fighter,mugen_12743.jpg,39.6,14.61,32.0,doublon (dHash)
Fighter,mugen_12744.jpg,41.3,14.83,36.1,garde
Fighter,mugen_12745.jpg,41.3,15.72,37.2,garde
Fighter,mugen_12746.jpg,41.9,15.86,35.4,garde
Fighter,mugen_12747.jpg,54.6,16.93,54.4,garde
Fighter,mugen_12748.jpg,42.4,15.25,35.2,garde
Fighter,mugen_12749.jpg,49.1,16.29,40.9,garde
Fighter,mugen_12750.jpg,43.0,15.54,41.7,garde
Fighter,mugen_12751.jpg,48.4,12.62,31.2,garde
Fighter,mugen_12752.jpg,47.3,12.67,30.9,garde
Fighter,mugen_12753.jpg,51.2,13.43,35.7,garde
Fighter,mugen_12754.jpg,61.7,15.45,45.6,garde
Fighter,mugen_12755.jpg,50.9,13.90,35.0,garde
Fighter,mugen_12756.jpg,46.5,12.69,36.2,garde
Fighter,mugen_12757.jpg,47.7,12.40,33.7,garde
Fighter,mugen_12758.jpg,60.2,13.26,43.2,garde
Fighter,mugen_12759.jpg,55.6,14.55,36.1,garde
Fighter,mugen_12760.jpg,48.8,13.85,38.1,garde
Fighter,mugen_12761.jpg,46.7,12.46,37.3,garde
Fighter,mugen_12762.jpg,47.4,13.35,36.5,garde
Fighter,mugen_12763.jpg,53.2,14.73,42.7,garde
Fighter,mugen_12764.jpg,64.3,13.77,41.9,garde
Fighter,mugen_12765.jpg,47.3,13.36,37.5,garde
Fighter,mugen_12766.jpg,47.9,13.56,36.3,garde
Fighter,mugen_12767.jpg,47.4,13.20,37.1,garde
Fighter,mugen_12768.jpg,56.4,15.18,30.4,garde
Fighter,mugen_12769.jpg,51.1,14.40,37.1,garde
Fighter,mugen_12770.jpg,54.4,13.63,41.5,garde
Fighter,mugen_12771.jpg,87.1,13.75,56.7,garde
Fighter,mugen_12772.jpg,68.9,13.95,47.1,garde
Fighter,mugen_12773.jpg,65.5,17.27,70.4,garde
Fighter,mugen_12774.jpg,53.3,14.45,46.3,garde
Fighter,mugen_12775.jpg,48.0,13.60,34.0,garde
Fighter,mugen_12776.jpg,49.6,14.55,36.1,garde
Fighter,mugen_12777.jpg,47.9,13.67,36.3,garde
Fighter,mugen_12778.jpg,47.7,12.75,35.1,garde
Fighter,mugen_12779.jpg,46.4,12.56,34.2,garde
Fighter,mugen_12780.jpg,55.9,13.75,37.6,garde
Fighter,mugen_12781.jpg,45.2,12.64,40.1,garde
Fighter,mugen_12782.jpg,47.2,13.12,38.5,garde
Fighter,mugen_12783.jpg,47.7,13.94,36.4,garde
Fighter,mugen_12784.jpg,49.1,13.67,31.1,garde
Fighter,mugen_12785.jpg,71.3,13.25,48.2,garde
Fighter,mugen_12786.jpg,46.3,14.00,38.2,garde
Fighter,mugen_12787.jpg,52.0,14.83,50.1,garde
Fighter,mugen_12788.jpg,58.5,14.17,42.5,garde
Fighter,mugen_12789.jpg,58.5,14.21,45.6,garde
Fighter,mugen_12790.jpg,58.2,14.31,45.3,garde
Fighter,mugen_12791.jpg,57.4,13.95,46.6,garde
Fighter,mugen_12792.jpg,54.8,16.47,67.1,garde
Fighter,mugen_12793.jpg,55.8,14.36,36.5,garde
Fighter,mugen_12794.jpg,51.3,14.12,30.8,garde
Fighter,mugen_12795.jpg,54.9,13.08,27.1,garde
Fighter,mugen_12796.jpg,45.4,12.58,29.5,garde
Fighter,mugen_12797.jpg,47.5,12.43,36.7,garde
Fighter,mugen_12798.jpg,47.8,12.51,37.4,garde
Fighter,mugen_12799.jpg,47.9,15.37,57.8,garde
Fighter,mugen_12800.jpg,48.1,11.95,30.7,garde
Fighter,mugen_12801.jpg,54.6,13.79,44.5,garde
Fighter,mugen_12802.jpg,47.0,12.11,38.5,garde
Fighter,mugen_12803.jpg,52.5,13.76,41.9,garde
Fighter,mugen_12804.jpg,68.1,15.98,46.3,garde
Fighter,mugen_12805.jpg,50.1,13.28,41.0,garde
Fighter,mugen_12806.jpg,49.9,13.04,37.2,garde
Fighter,mugen_12807.jpg,45.9,12.60,36.9,garde
Fighter,mugen_12808.jpg,48.9,13.82,40.9,garde
Fighter,mugen_12809.jpg,43.6,12.44,37.6,garde
Fighter,mugen_12810.jpg,57.9,14.00,46.6,garde
Fighter,mugen_12811.jpg,59.0,15.06,54.3,garde
Fighter,mugen_12812.jpg,58.0,14.86,51.5,garde
Fighter,mugen_12813.jpg,62.5,15.12,49.5,doublon (dHash)
Fighter,mugen_12814.jpg,45.9,12.96,39.2,garde
Fighter,mugen_12815.jpg,47.9,13.51,37.9,garde
Fighter,mugen_12816.jpg,45.7,13.20,39.8,garde
Fighter,mugen_12817.jpg,45.5,13.03,38.1,doublon (dHash)
Fighter,mugen_12818.jpg,45.4,13.09,39.9,garde
Fighter,mugen_12819.jpg,45.9,13.03,39.2,garde
Fighter,mugen_12820.jpg,38.6,8.71,46.0,garde
Fighter,mugen_12821.jpg,34.3,8.47,31.5,garde
Fighter,mugen_12822.jpg,48.5,10.04,45.5,garde
Fighter,mugen_12823.jpg,42.0,9.85,36.7,garde
Fighter,mugen_12824.jpg,36.5,9.89,41.8,garde
Fighter,mugen_12825.jpg,44.6,9.79,38.4,garde
Fighter,mugen_12826.jpg,44.2,9.91,40.3,garde
Fighter,mugen_12827.jpg,37.0,10.46,40.0,garde
Fighter,mugen_12828.jpg,53.4,13.31,60.3,garde
Fighter,mugen_12829.jpg,32.3,9.16,38.4,garde
Fighter,mugen_12830.jpg,41.3,12.32,47.4,garde
Fighter,mugen_12831.jpg,40.2,10.63,45.1,garde
Fighter,mugen_12832.jpg,46.3,12.39,41.1,garde
Fighter,mugen_12833.jpg,40.5,13.36,60.8,garde
Fighter,mugen_12834.jpg,58.0,10.71,39.9,garde
Fighter,mugen_12835.jpg,52.2,13.06,47.4,garde
Fighter,mugen_12836.jpg,58.9,12.69,34.8,garde
Fighter,mugen_12837.jpg,58.6,12.45,78.3,garde
Fighter,mugen_12838.jpg,53.2,12.33,50.1,garde
Fighter,mugen_12839.jpg,48.5,12.14,46.2,garde
Fighter,mugen_12840.jpg,49.1,11.64,45.8,garde
Fighter,mugen_12841.jpg,39.8,10.33,48.8,garde
Fighter,mugen_12842.jpg,38.5,9.83,40.3,garde
Fighter,mugen_12843.jpg,39.0,9.68,36.4,garde
Fighter,mugen_12844.jpg,41.7,11.56,50.7,garde
Fighter,mugen_12845.jpg,81.6,13.80,60.2,garde
Fighter,mugen_12846.jpg,59.3,15.34,47.9,garde
Fighter,mugen_12847.jpg,37.9,9.72,48.6,garde
Fighter,mugen_12848.jpg,37.0,11.70,48.1,garde
Fighter,mugen_12849.jpg,38.6,15.03,67.5,garde
Fighter,mugen_12850.jpg,41.1,15.62,67.9,garde
Fighter,mugen_12851.jpg,44.9,13.55,56.6,garde
Fighter,mugen_12852.jpg,36.0,11.56,49.8,garde
Fighter,mugen_12853.jpg,38.0,11.30,50.0,garde
Fighter,mugen_12854.jpg,39.8,10.96,46.8,garde
Fighter,mugen_12855.jpg,36.7,12.06,50.3,garde
Fighter,mugen_12856.jpg,38.1,11.84,51.4,garde
Fighter,mugen_12857.jpg,46.8,12.46,54.4,garde
Fighter,mugen_12858.jpg,41.9,11.94,50.9,garde
Fighter,mugen_12859.jpg,48.4,12.13,57.3,garde
Fighter,mugen_12860.jpg,42.6,12.14,48.5,garde
Fighter,mugen_12861.jpg,45.5,11.42,55.7,garde
Fighter,mugen_12862.jpg,36.5,12.26,46.1,garde
Fighter,mugen_12863.jpg,36.6,12.68,48.7,garde
Fighter,mugen_12864.jpg,36.0,11.55,48.7,garde
Fighter,mugen_12865.jpg,40.8,12.32,49.4,garde
Fighter,mugen_12866.jpg,36.3,11.42,45.7,garde
Fighter,mugen_12867.jpg,36.8,12.52,47.5,garde
Fighter,mugen_12868.jpg,38.0,11.79,47.1,garde
Fighter,mugen_12869.jpg,42.1,10.30,48.5,garde
Fighter,mugen_12870.jpg,39.9,11.78,46.8,garde
Fighter,mugen_12871.jpg,39.1,10.92,51.7,garde
Fighter,mugen_12872.jpg,42.3,11.34,52.6,garde
Fighter,mugen_12873.jpg,37.2,10.70,47.3,garde
Fighter,mugen_12874.jpg,35.1,11.18,45.2,garde
Fighter,mugen_12875.jpg,33.9,11.49,46.5,garde
Fighter,mugen_12876.jpg,42.0,12.31,49.4,garde
Fighter,mugen_12877.jpg,42.9,11.63,48.5,garde
Fighter,mugen_12878.jpg,37.5,12.06,48.1,garde
Fighter,mugen_12879.jpg,40.5,12.32,46.9,garde
Fighter,mugen_12880.jpg,39.8,12.80,46.7,garde
Fighter,mugen_12881.jpg,35.4,12.87,46.9,garde
Fighter,mugen_12882.jpg,41.1,12.63,46.6,garde
Fighter,mugen_12883.jpg,37.9,11.56,48.6,garde
Fighter,mugen_12884.jpg,33.5,10.82,48.4,garde
Fighter,mugen_12885.jpg,41.7,10.63,48.2,garde
Fighter,mugen_12886.jpg,40.1,11.75,56.2,garde
Fighter,mugen_12887.jpg,40.3,10.51,50.9,garde
Fighter,mugen_12888.jpg,42.9,11.98,48.6,garde
Fighter,mugen_12889.jpg,42.5,12.78,50.5,garde
Fighter,mugen_12890.jpg,39.7,10.39,44.4,garde
Fighter,mugen_12891.jpg,37.8,11.93,50.9,garde
Fighter,mugen_12892.jpg,35.7,12.01,52.8,doublon (dHash)
Fighter,mugen_12893.jpg,44.4,13.75,51.9,garde
Fighter,mugen_12894.jpg,44.7,11.57,51.8,garde
Fighter,mugen_12895.jpg,43.8,10.51,51.4,garde
Fighter,mugen_12896.jpg,48.8,12.97,54.1,garde
Fighter,mugen_12897.jpg,46.8,12.67,51.2,garde
Fighter,mugen_12898.jpg,47.1,12.76,55.4,doublon (dHash)
Fighter,mugen_12899.jpg,40.7,11.51,51.1,garde
Fighter,mugen_12900.jpg,37.0,12.05,47.4,garde
Fighter,mugen_12901.jpg,41.8,12.86,54.2,garde
Fighter,mugen_12902.jpg,39.7,11.36,47.5,garde
Fighter,mugen_12903.jpg,48.6,12.53,50.8,garde
Fighter,mugen_12904.jpg,43.9,11.23,48.5,garde
Fighter,mugen_12905.jpg,45.1,11.73,51.7,doublon (dHash)
Fighter,mugen_12906.jpg,45.0,11.63,53.3,doublon (dHash)
Fighter,mugen_12907.jpg,50.1,10.67,49.4,garde
Fighter,mugen_12908.jpg,44.0,13.43,54.4,garde
Fighter,mugen_12909.jpg,37.0,12.15,49.9,garde
Fighter,mugen_12910.jpg,36.2,12.64,49.5,garde
Fighter,mugen_12911.jpg,47.0,17.72,35.2,garde
Fighter,mugen_12912.jpg,46.6,17.77,36.3,garde
Fighter,mugen_12913.jpg,48.7,17.86,47.8,doublon (dHash)
Fighter,mugen_12914.jpg,46.5,17.23,37.6,garde
Fighter,mugen_12915.jpg,46.5,17.77,36.4,garde
Fighter,mugen_12916.jpg,46.3,17.78,36.2,garde
Fighter,mugen_12917.jpg,45.9,17.54,37.5,garde
Fighter,mugen_12918.jpg,45.4,17.73,38.0,garde
Fighter,mugen_12919.jpg,46.3,17.88,38.4,garde
Fighter,mugen_12920.jpg,48.7,18.23,37.9,garde
Fighter,mugen_12921.jpg,46.4,17.99,39.5,garde
Fighter,mugen_12922.jpg,51.1,18.80,47.0,garde
Fighter,mugen_12923.jpg,49.2,17.69,35.0,garde
Fighter,mugen_12924.jpg,46.3,19.06,39.4,garde
Fighter,mugen_12925.jpg,49.5,18.48,40.0,garde
Fighter,mugen_12926.jpg,46.9,18.02,39.3,garde
Fighter,mugen_12927.jpg,45.2,17.78,41.1,garde
Fighter,mugen_12928.jpg,42.4,17.26,40.0,garde
Fighter,mugen_12929.jpg,47.1,16.94,41.5,garde
Fighter,mugen_12930.jpg,46.9,17.23,43.3,garde
Fighter,mugen_12931.jpg,47.9,16.72,44.0,garde
Fighter,mugen_12932.jpg,44.4,16.99,43.4,garde
Fighter,mugen_12933.jpg,41.5,17.49,41.5,garde
Fighter,mugen_12934.jpg,43.1,16.90,43.6,garde
Fighter,mugen_12935.jpg,45.2,17.30,36.5,garde
Fighter,mugen_12936.jpg,45.3,17.18,37.1,garde
Fighter,mugen_12937.jpg,60.9,15.89,40.5,garde
Fighter,mugen_12938.jpg,45.6,17.55,39.6,garde
